winery,latitude,longitude
Mannina Cellars,46.0919913,-118.271706
Marchetti,41.7832851,-71.4635887
Accadia,41.1564888,15.3315639
Birgit Braunstein,47.9138002,16.6944025
Buehler,38.3892756,-86.9399141
Bellangelo,42.566532,-76.917697
Château de Calavon,43.6553023,5.2594834
Colli Ripani,43.017727,13.7451089
Hook & Ladder,37.7623807,-122.5069026
Domaine de la Croix Senaillet,46.299675,4.753038
Domaine Dujac,47.1939119,4.9656939
Haras,30.1297625,-95.6662812
Korta Katarina,42.9799966,17.193805
Paul Dolan,39.2005594,-123.2125428
Portola Vineyards,37.3714283,-122.1995065
Rendarrio Vineyards,35.6440569,-120.6558424
Wrights Station,37.123851,-121.926872
Blackbird Vineyards,38.296833,-122.283027
Brandl,40.1802449,-74.025584
Château d'Aqueria,44.012903,4.731844
Ottimino Vineyards,38.4329358,-122.9365974
R&A; Pfaffl,37.09024,-95.712891
Tenuta di Biserno,43.269901,10.597825
Yao Family Wines,38.5014436,-122.4649764
Alta Maria,34.6650175,-120.1150581
Apex,37.036065,-95.628906
Basalt,39.3688731,-107.0328241
Boomtown,36.156467,-95.987239
Vignamato,43.457483,13.166933
William Grassie,47.7694233,-122.1464063
Chateau de Pibarnon,43.1755355,5.750541
Château d'Estoublon,43.7356017,4.7422662
Conti di Buscareto,43.6314918,13.1227613
Domaine Allimant-Laugner,38.299478,-122.285282
Edmeades,38.672796,-122.877759
Fort Ross,38.5142596,-123.2435574
Gustave Lorentz,48.204794,7.35806
Temporal,43.5222652,-79.7096028
Tenuta La Vigna,45.4687415,10.1471523
Armstrong Family,34.0403213,-118.2761223
Castello Montauto,43.5672929,11.9838019
Jean Josselin,48.027866,4.4284832
La Sabbiona,44.2336232,11.9177735
Maison Matisco,46.3068839,4.828731
Massimo Daldin,43.4722454,11.0290986
Obsession,40.7172011,-73.4037317
Panizzi,40.4754545,-80.085229
Vigna degli Estensi,43.690838,13.13218
Podere La Berta,44.26429,11.80474
Maurice Schoech & Fils,48.1242686,7.2859991
Domaine Huguenot,47.2688118,4.9858886
Durant,33.9924186,-96.3971233
Elizabeth Chambers,45.2112346,-123.1900507
Vega Sicilia,29.740919,-95.410929
Waxwing,43.0603031,-87.8878808
Pagter Brothers,34.3796986,-118.5284129
Peter Jakob Kühn,50.01094,8.02121
Sodaro,38.3149172,-122.233325
Halcon,43.8678653,-92.4926995
Kirsten,37.09024,-95.712891
EOS,33.473801,-112.2185203
Stonecrop,41.4372766,-73.8692244
Mackinaw Trail,45.3278278,-84.9615857
David James,37.7750765,-122.4308362
Dusk to Dawn,33.8899448,-118.1604974
Eagle Canyon,34.0109225,-117.7474196
Earth's Harvest,43.216483,-70.8801917
Nevada Ridge,36.1915376,-115.9448764
Illinois Sparkling Co.,41.340683,-89.009727
Von Holt,40.5063633,-74.86268
La Sirena,33.5704342,-101.9102409
Windstream,36.4153465,-96.3927697
Cielo y Tierra,39.0103663,-76.9295255
Korbin Kameron,38.387619,-122.461291
Migration,45.526222,-122.6364191
MontGras,34.165926,-118.624612
Schramsberg,38.5494815,-122.5378838
Titus,33.0051744,-96.6660869
Viviani,36.0848137,-115.3031587
Brooks,43.6173998,-79.6719825
Stepping Stone by Cornerstone,26.26452,-98.199169
Les Deux Rives,46.0431676,-73.1141263
Casa Torres,34.2984069,-118.4404557
Château du Port,43.3528496,3.5335422
Comtesse Thérèse,40.952288,-72.642974
Watkins Family,37.237323,-96.970075
Fattoria Scopone,43.0363679,11.5116604
Keira,47.763553,-122.149258
Layer Cake,33.6810867,-117.8046011
Liberty Lake,47.6743428,-117.1124241
Pieve de' Pitti,43.5110487,10.7113776
Podere Il Castellaccio,43.1665896,10.6187077
Tenuta Cappellina,43.3635945,11.4078842
Tenuta di Ceppaiano,43.5903163,10.5391042
Castellani,43.1372475,-79.03655
Stift Göttweig,48.366526,15.612641
Stolo,35.5727867,-121.0529738
Meinklang,47.6978862,16.9035272
Parker,36.1727784,-94.1156795
Ebner-Ebenauer,48.6675019,16.6277245
Fontodi,42.3733395,-72.5021896
Guado al Tasso,43.2043544,10.612672
Acumen,37.5904514,-122.3413726
Cakebread,38.4478072,-122.4119794
Soulmate,40.775774,-73.962163
Montecalvi,43.600427,11.315726
Cálem,39.9583275,-74.9470642
CARM,41.8716314,-87.6534803
The Lane,40.0077563,-83.0530857
Hunter's,26.1559245,-80.138263
I Veroni,39.939079,-77.661349
Bellingham,48.7519112,-122.4786854
Domaine Cheysson,46.1806198,4.6655179
Pikes,37.5472811,-94.8516863
Tenuta di Lilliano,43.4369387,11.2545487
Terrabianca,37.9374245,-84.5223367
Calina,46.8057923,-71.3652555
Château du Châtelard,46.4483499,6.8991893
Opta,44.050638,-123.121204
Signae,30.330755,-97.703875
Thorn,32.7393987,-117.1254989
Auburn,32.6098566,-85.4807825
Bogati,39.127684,-77.787627
Château du Luc,45.480041,-73.669201
Château Haut Cormier,45.5192136,-73.6765606
Château la Guillaumette,44.8062045,-0.3932406
Château les Roques,44.127121,4.9764739
Château Roc de Boissac,44.940264,-0.075228
David Bruce,41.16273,-87.886508
DiStefano,41.2226105,-96.0834992
Domaine Torraccia,41.6801957,9.3345142
Global Wines,42.978275,-78.784795
Luke,36.746616,-95.980071
Massimo Ronca,45.4208871,10.8324682
Prophecy,36.7642492,-95.929015
Farina,35.0830931,-106.6418247
Les Vignerons de Tautavel Vingrau,42.8156924,2.7493482
Domaine du Clos des Fées,42.84986,2.776708
Quinta Vale Dona Maria,41.1638705,-7.5115632
Recchia,41.8925197,-87.8470712
La Dama,36.873679,-119.7416213
Mansfield-Dunne,37.3659209,-122.2066817
Muirwood,42.4710073,-83.4023304
Nine North Wine Company,38.398385,-122.310878
Tenor,40.7525801,-73.9878977
Graveyard,37.2916197,-95.8625305
Hedges,33.957796,-83.37399
Jean Reverdy et Fils,39.141235,-78.131567
Killian,33.0476888,-96.9073962
Les Vignerons de Tavel,44.0113633,4.7091436
Enzo Boglietti,44.6366202,7.9282102
Cantina del Taburno,40.7437362,-73.9913314
Casa Marin,25.8602408,-80.2824901
Château Bernadotte,45.1935344,-0.8009222
Château Brown,39.2044243,-86.2465321
Château la Cabanne,44.931848,-0.210195
Château Les Palais,46.8158416,-71.2141554
Agrinatura,43.7904192,-79.4185545
Santa Lucia,41.2478159,-95.9266695
Stefano Accordini,45.566891,10.867968
Nanny Goat,40.0061115,-75.2598163
Tenuta Vitalonga,42.8186195,12.0712608
Vera,36.4492594,-95.8808219
Rontana,44.2277198,11.7529194
Tenuta Amalia,44.014005,12.4320361
Castelli del Grevepesa,43.6306937,11.2733621
Eberle,35.6498338,-120.6281877
Shalestone,42.5550701,-76.8660829
Tierce,32.6922274,-97.4172032
Tornesi,43.049802,11.491621
Veglio,45.6575474,8.0960651
Château de Hauterive,49.1891252,-68.3873311
Domaine Cauhapé,40.7437362,-73.9913314
Il Conventino,43.7445768,10.5318215
Peregrine,37.0782156,-94.5046368
Pietracupa,41.6804743,14.5130967
Roblar,34.6554162,-120.0804657
Sevilen,38.317776,27.139974
Kaella,47.7639082,-122.1498192
Leoness,33.5239087,-117.0184667
Luna Beberide,42.6020521,-6.738812
Maison Champy,47.024716,4.84085
Domaine Chantal Lescure,47.1354867,4.9493997
Podere La Vigna,35.6743813,-120.6591659
Poggio Rubino,43.0425862,11.4661589
San Filippo,42.180248,-88.2108315
Locati Cellars,46.0677004,-118.3403735
Mauro Sebaste,44.6493296,7.9786539
Merry Cellars,46.75105,-117.156744
Pasquale Pelissero,44.7331,8.1107201
Tassi,37.6873065,-122.4662943
Château Ducasse,45.1915683,-0.8002904
Château Escot,45.292901,-0.9365432
Château Hourtin-Ducasse,45.1915683,-0.8002904
Château Picoron,44.8770241,-0.0677838
Château Reysson,45.254194,-0.840891
Château Tanesse,44.7039727,-0.3761352
Goulée,45.408535,-0.927321
Ancien,38.2976576,-122.2351295
Boheme,29.7479948,-95.3860618
Château Durfort-Vivens,45.0398934,-0.6748538
Château la Dominique,44.9204911,-0.1863599
Garmón,25.8702775,-97.4880624
Gigi Rosso,44.6379247,7.9698053
Rossi Wallace,38.5176253,-122.4470831
Block Wines,38.4366449,-122.401957
Carucci,40.7252749,-73.2485706
Château Rauzan-Ségla,45.0411253,-0.6765373
La Jota Vineyard,38.5539691,-122.4176861
Portfolio,36.0988482,-95.8385661
Château Léoville Barton,45.1573849,-0.7392488
Herman Story,35.62736,-120.685878
Château Pichon Longueville,45.1770493,-0.7516086
Far Niente,38.4257839,-122.4031331
Le Piane,45.6884173,8.3960148
Macauley,38.5042961,-122.4689929
Camille Giroud,47.0228219,4.8453701
Domaine de la Pousse d'Or,46.999588,4.781746
Roberto Sarotto,44.6870398,8.1331389
Germano Angelo,44.635053,7.953368
Bric Cenciurio,44.610213,7.94138
Baileyana,35.227335,-120.59968
Quinta do Passadouro,37.6675865,-77.571121
Fritz,39.1654771,-94.5954874
Chateau St. Jean,38.4275595,-122.5482248
Domaine Chignard,46.194457,4.714797
Dievole,43.4195315,11.3610846
San Fabiano Calcinaia,43.44518,11.216886
Mount Langi Ghiran,-37.315314,143.144554
Ata Rangi,-41.2156998,175.4679824
Jean-Paul Thevenet,46.164426,4.690042
Santa Helena,38.5052429,-122.4703868
Clos de Haute-Combe,46.249098,4.704764
Domaine des Nugues,46.1740387,4.7147724
Matané,48.8445157,-67.5305758
Misiones de Rengo,-34.4066681,-70.8644387
Redhawk,38.695485,-120.908747
Seven Bridges,41.7674988,-88.0703008
Axios,38.8863497,-77.0952071
Château Bouissel,43.878495,1.304832
Viñedos de Paganos,42.554156,-2.607047
Giuseppe Cortese,44.7130078,8.088575
Cent'Anni,40.673101,-73.9573514
Domaine Gérard Fiou,47.3395298,2.8541019
Fattoria Le Pupille,42.7748625,11.2059394
Domaine Jean-Paul Balland,40.867,-73.9222174
Sinor-LaVallee,35.1802729,-120.7352523
Baer,36.0628796,-95.9193381
Molnar Family,36.022021,-115.082464
Bodega Aconquija,-33.7431681,-69.1210612
Spindrift Cellars,44.5389267,-123.3750803
Luis Alegre,31.3248229,-110.9465851
Weinert,33.3225988,-99.6725879
Château Lamothe Guignard,44.5332834,-0.3498351
Creed of Barossa,-34.589785,138.877126
Hermann Moser,48.4229682,15.6580208
Lenikus,48.2058697,16.3785037
Vignobles Berthier,47.3942489,2.8209837
Villa Huesgen,49.95065,7.12424
Gradis'ciutta,45.9634744,13.5580785
Niedermayr Josef,48.4802871,14.1994895
Scott Paul,45.2937129,-123.1767797
St. Urbans-Hof,49.8229201,6.8722501
Polkura,-34.3410506,-71.6260193
Cascina Luisin,44.7187477,8.0843962
Castello Gabiano,45.1595951,8.1922392
Domaine Françoise André,47.022851,4.8416558
Eternal,42.369987,-83.31545
Harbes Family Vineyard,40.9862652,-72.578206
Ritual,29.781895,-95.387322
Tensley,34.665687,-120.114703
Terroir Al Límit,41.2124899,0.8121107
Vetus,28.3552896,-80.6958207
Vigne dei Mastri,44.7795659,8.1905919
Vignobles Bulliat,39.952073,-75.176908
Bargetto,36.995361,-121.9544656
Douro Family Estates,41.1332222,-8.6168211
Ferrero,40.846451,-74.4516851
Viñas del Vero,42.060421,0.091339
Pago de Carraovejas,41.594665,-4.087887
Corte Pavone,43.0523493,11.452567
Cupano,43.0025699,11.3909354
Domaine de la Grenaudière,47.102941,-1.404658
Domaine Lecomte,47.0402899,2.6361698
Adega Cooperativa Ponte de Lima,41.769125,-8.578869
Roger et Didier Raimbault,40.7147337,-74.010069
Tamar Ridge,-41.33938,147.0076298
Vrede en Lust,-33.837422,18.953282
Vasco Sassetti,43.05224,11.49458
Vaza,41.1609868,-73.8636809
Joseph Mellot,47.329748,2.850051
Château Chatard,44.6196075,-0.2182284
Ada Nada,44.698026,8.069831
Cascina Bongiovanni,44.6456593,7.9771981
Casetta,43.0733359,-89.3869956
Château Castera,45.2914079,-0.8672575
Château la Verrière,48.7509614,1.9496011
Core Winery,34.865351,-120.447469
Jordan,30.585164,36.238414
Quinta Seara d'Ordens,41.188351,-7.727605
Banero,33.3906359,-111.6899407
Barefoot,37.09024,-95.712891
Bonotto delle Tezze,45.8160079,12.346638
Silver Ridge,37.09024,-95.712891
Targovishte,43.2493556,26.5727357
McManis,37.7571197,-121.0790526
Emmolo,38.4645752,-122.4226582
Field Stone,38.887117,-94.769059
Casas del Toqui,-34.3364655,-70.7618511
Valle Pradinhos,41.556037,-7.0034077
Villaggio Grando,-26.7256295,-51.509599
oops,32.7841491,-79.9349233
Cerruti,37.794569,-122.27405
Brick House,41.005334,-74.159702
Château Villemaurine,44.8959068,-0.1529183
Dashe Cellars,37.793916,-122.266299
Dunning Vineyards,35.589219,-120.773563
Schermeister,38.3542226,-122.5239782
Gypsy Dancer,45.2943501,-123.1762314
Tobacco Road,35.9925223,-78.903499
Arnaldo Caprai,42.9218874,12.6423575
Blackjack,37.7157019,-95.4700973
Acorn,39.768599,-104.9798021
Castillo Clavijo,42.3504819,-2.427203
Poliziano,42.3770029,-71.1166601
San Elias,40.838666,-73.918482
Tololo,-30.1716452,-70.8008575
Château Lacombe Noaillac,45.4041329,-0.9828561
Big House,28.7729204,-81.7438441
Le Cirque,36.113453,-115.1752754
Château de Jau,42.778612,2.739379
Naia,39.0992057,-94.5816277
Poggio alla Sala,43.069374,11.865381
Tamayo Family,37.9152993,-121.6459811
Montecillo,31.810386,-106.5132227
Orchid Hill,33.742523,-117.7555317
P2,42.283034,-83.7274175
Rosenthal-Malibu Estate,34.0762132,-118.8151378
Dominio Buenavista,36.9616272,-3.0454257
Dr. H. Thanisch (Erben Müller-Burggraef),49.9056086,7.0355092
Warwick,40.2013825,-76.2942507
Surfrider,36.8717855,-76.1683186
Nepenthe,36.221813,-121.759323
Château Peyrabon,40.9492308,-74.2751452
Clos du Bois,38.684882,-122.877832
DeTierra Vineyards,36.5566571,-121.920859
Domaine Charles Baur,48.0421382,7.3081218
Siro Pacenti,43.074123,11.507062
K Squared Cellars,38.53574,-122.805137
Kay Brothers,33.809125,-84.650547
Megan Anne,47.699676,-122.1849862
Trerose,43.7163771,-79.5697164
Villa Calcinaia,43.6007789,11.3066356
Vinovalie,43.8284818,1.7335365
Crespi Ranch,34.1615559,-118.5217931
Domaine D'en Ségur,43.7089703,1.7877116
Domaine du Théron,44.519007,1.171082
Canneto,38.0206792,14.3882892
Casa Ermelinda Freitas,38.635364,-8.694502
Château Lastours,43.3366628,2.3777042
Deer Creek,35.6977515,-97.5897372
Dr. Bürklin-Wolf,49.4378675,8.1846242
Il Paradiso di Manfredi,43.0638926,11.4967361
Château de Bellevue,46.8602091,-71.4054512
M. Chapoutier,45.0708506,4.8397284
PoderNuovo a Palazzone,42.883018,11.9336485
The Dancing Fox,38.1313741,-121.2741807
Leopoldo I di Toscana,43.269349,10.568167
Ogier,30.2796243,-81.513094
Podere Monastero,43.4773587,11.2857113
Poggio Mandorlo,42.9620287,11.5482831
Semeli,47.1852881,-122.4021852
Tom Eddy,38.604852,-122.643013
YNOT,36.8748339,-76.0374841
KWV,27.87023,-82.239698
Thorntree,29.8788469,-95.5504108
Castillo de Monjardin,42.6337717,-2.1060945
Masies d'Avinyo,41.818472,1.979277
Arroyo,38.9377406,-94.7269603
Estancia Piedra,41.4394651,-5.4133063
Pursued by Bear,46.089097,-118.2783669
Aperture,36.117588,-95.921684
Josef Jamek,48.387793,15.462085
Chenoweth,37.5336287,-95.827662
Domaine Saint-André de Figuière,39.762929,-75.542626
Taft Street,38.424159,-122.858787
Monte Clavijo,21.1797593,-86.8982486
Piera Martellozzo,46.0095234,12.6491934
Siesta Wines,27.2766411,-82.5647248
Stanburn,36.5879795,-80.1959701
Bread & Butter,37.09024,-95.712891
Back Seat,42.3290672,-83.0360019
Domaine Jean Bousquet,-33.4326609,-69.192421
Vinícola de Castilla,39.008509,-3.363121
Damas,45.5225736,-73.6132479
Doukénie,39.2117858,-77.7100645
Casa de Campo,18.4272839,-68.9177426
Ranchero Cellars,35.6265484,-120.688506
San Antonio,29.4241219,-98.4936282
Geyerhof,48.3787267,15.6326929
Domaine du Petit Métris,47.3322121,-0.6549567
Lecco,45.8565698,9.3976704
Saviah,46.005077,-118.382599
Sobrero,41.8461994,-87.6158113
The Tribe,37.006469,-95.9329326
Esterházy,50.6562335,-102.0703147
Fidelitas,32.707081,-117.151564
Flywheel,32.82088,-96.802115
Zeal,37.6708169,-95.4524768
Andreola Orsola,45.88957,12.076308
Christine Andrew,38.3551664,-121.9911471
Colesel,45.901887,12.036477
Costaripa,45.5302823,10.531699
Malibràn,45.8417815,12.2330511
Viña Santa Cruz,-34.7029353,-71.5722685
Hatzimichalis,38.674586,23.018732
Goldwater,33.4898249,-111.9263444
Bella Luna,42.3144108,-71.1040509
Hestan,38.4031032,-122.3626594
Château Julien,36.586546,-121.8531667
Cramele Halewood,44.9603349,26.010839
Fontanella,38.3132135,-122.3731539
Tsililis,39.6190874,21.7406307
Leda,30.2207314,-92.0456023
Reinhold Haart,49.8858,6.91276
Havens,37.8253041,-122.2331404
Tahbilk,-36.8262199,145.0850968
Three,37.09024,-95.712891
Château de Lavernette,46.2607042,4.753432
Hertelendy,38.2292017,-122.2557327
Addendum,38.3992735,-122.3582618
Château Simon,44.5984143,-0.3210105
Conceito Vinhos,41.0399628,-7.3017877
Keller,32.9341893,-97.229298
Kimsey,35.957801,-83.936048
Montemar Wines,34.6432113,-120.4396257
Quinta do Sobral,39.892255,-8.272038
Chateau Montelena,38.602514,-122.597722
Elizabeth Rose,34.0907915,-118.3912794
Luretta,35.917311,-83.5979486
Quinta da Romaneira,41.202084,-7.491737
Dr. Hermann,38.6352458,-90.4485877
Viña Vilano,41.711408,-3.984278
Ciù Ciù,42.94073,13.72969
Marqués de Riscal,42.5112876,-2.6197756
Maybach,43.6135923,-116.1937874
Domaine Pichot,47.4217543,0.8098
Petrelli,33.9894018,-118.3954603
Mocavero,40.330402,18.0722191
Wild Coyote,35.6576632,-120.762024
For a Song,47.5838863,-122.3328712
Danielle de l'Ansée,47.267051,1.4427022
Domaine Vincent Carême,47.4174072,0.8504004
Stemilt Creek,47.4262068,-120.313226
Adega de Favaios,41.271299,-7.50456
Antiquum Farm,44.2365445,-123.360392
Cascina delle Rose,44.7059105,8.0829872
Château de Gayon,44.5850862,-0.149435
Della,40.6527621,-73.9763581
Segal's,45.5168736,-73.5789272
Shiloh Winery,38.9571055,-100.0414154
Envy,37.0359834,-95.6166245
Bodegas del Muni,39.8936732,-3.3248465
Capa,28.4016072,-81.5456735
Domaine Pouillon,45.732605,-121.30566
Pago de la Jaraba,39.3344782,-2.5357812
Alzania,42.573072,-2.17305
Bodegas Bleda,38.4971978,-1.3583134
Matias Riccitelli,-33.0307173,-68.9580546
McGah Family,37.84958,-122.031686
Piazzo Armando,44.6858391,8.0705792
Purcari,46.5370322,29.8632597
Quinta da Casaboa,39.0625384,-9.2023419
Quinta de Lourosa,41.2937391,-8.3034073
Amici,33.7953093,-83.7130356
I Sodi,40.7334635,-74.0050225
Adler Fels,38.4791219,-122.616009
Balestri Valda,45.4502232,11.2388515
Carmel,36.5552386,-121.9232879
Cielo,30.266167,-97.7382581
Roquevale,38.6611174,-7.5596398
Tokara,47.6742147,-122.3541032
Bollig-Lehnert,49.8280652,6.8985584
Kikelet,46.0887905,18.2263611
LangeTwins,38.204161,-121.296572
Corton André,47.0668322,4.8606412
Adastra,38.984198,-94.665759
Schmitges,49.9788102,7.0253756
Joseph Family,37.2256055,-95.7162016
Kurt Hain,43.1566541,-77.6011011
Flechas de los Andes,-32.8975467,-68.8028235
Domaine de la Vougeraie,47.1121651,4.9365174
JLC,40.7657367,-73.9695275
Mueller Family Vineyards,38.5296765,-122.7997822
Sogrape,41.092407,-8.53579
Territorial,35.87832,-97.4209694
Domaine Coustarret,43.230669,-0.443678
Boekenoogen,36.4794409,-121.7322583
Casella,44.9578624,-73.8912096
Dionysos,40.7738406,-73.9130647
Badia a Coltibuono,43.494523,11.449765
Conti Leopardi di San Leopardo,43.3977734,13.5516901
Hugh Hamilton,34.02084,-118.430884
Sensorium,40.7221562,-73.9923116
Russian Hill,37.8010963,-122.4195558
Sherwood House Vineyards,40.9470134,-72.5935869
Villa des Anges,13.19856,-59.6403
Lander-Jenkins,38.4885429,-122.4071289
Left Bend,37.228376,-121.981009
Mont Marçal,47.6960395,-122.3739256
Old Soul,39.0888026,-94.5839532
Hervé Kerlann,46.9725941,4.931981
Cantina di Sorbara,44.7783208,10.9031767
Château du Carrubier,43.1375582,6.2605575
Coyote Canyon,41.163922,-87.8503292
Domaine de l'Echelette,46.534712,4.7828099
Tamellini,45.4517839,11.2190591
Trenza,32.2639973,-110.9265136
Van Loveren,28.065041,-82.4245083
Ventolaio,43.002819,11.4959157
Cantina di Monteforte,45.4239153,11.2908158
De Wetshof,-33.8771728,20.0098026
DeLorimier,38.708646,-122.878451
Domaine de Dauliac,44.4786008,1.3036693
Domaine Laleure-Piot,47.0247911,4.8406664
Glenelly,-33.92085,18.87868
Luddite,42.1325174,-73.8799108
Merotto,45.8936146,12.073404
Domaine Boyar,42.6586661,23.2633913
Painted Wolf,40.9255383,-99.3750928
Julien Schaal,48.2197522,7.3959376
Nyetimber,50.77871,-0.737006
Galerie,39.0620942,-84.7057573
Jean Biecher & Fils,48.2197522,7.3959377
Joseph,37.09024,-95.712891
Schumann-Nägler,49.98903,7.95369
Sorelle Bronca,37.8533649,-122.258694
J Wrigley,45.1291483,-123.3817501
Marilena Barbera,37.5900056,12.9351535
McClean,33.7862806,-117.853549
Paramus,40.9445428,-74.0754189
Lake Chalice,-41.5703668,173.3061117
Winery at La Grange,38.8512806,-77.686583
Spadafora,42.423633,-71.072455
Tenuta Gorghi Tondi,37.6037939,12.6519856
Terrazze dell'Etna,37.8649715,14.9801567
Alessandro di Camporeale,37.8941226,13.1138329
Barone Montalto,44.786711,8.0651873
Chloe,38.8746673,-77.0007553
Contrada Santo Spirito di Passopisciaro,37.8659098,15.0257081
Kana,43.0246511,-87.9167039
McDermaid,42.2538468,-89.0870414
Nick Goldschmidt,38.617024,-122.87241
Castello di Razzano,45.04056,8.199727
Marchesi Alfieri,44.817625,8.108693
Ponga,43.1938484,-5.1640605
Roessler,29.728563,-95.480774
Château de Malengin,44.9077614,-0.0811921
Hourglass,40.7217367,-73.998814
Jean-Claude Boisset,38.485519,-122.43762
Lelarge-Pugeot,49.2360123,3.9132177
Dehesa de los Llanos,37.8436925,-122.2518899
I Favati,40.8994011,14.8259023
Viña Herminia,42.2292622,-1.8981328
Andean,-21.1607667,-66.7752481
Bodegas Fuentespina,41.6381808,-3.6901352
Bizoe,41.819825,-86.277375
Château Barbanau,43.247015,5.623025
Château Margüi,43.508533,6.036343
Orsi Family Vineyards,38.6247599,-122.8732151
Ossian,40.880603,-85.1663593
Kontokosta,41.1190181,-72.3680067
Rigal,44.405782,1.425473
Tenuta Grimani,45.472782,11.307685
Val di Suga,43.080858,11.4784646
Cave de Tain,45.0717763,4.8458006
Dachshund,35.2613066,-96.4861724
Tangent,44.5412335,-123.1081497
Venge,38.5796684,-122.5535958
Borgo Isolabella,44.6785102,8.2710743
Castello di Vicarello,42.88308,11.3082466
Domaine Guillot-Broux,46.5064307,4.7979582
Ghione,41.8987761,12.4564294
Fabrizio Dionisio,43.241608,12.009403
Finca Decero,-33.1225693,-68.9510932
Due Vigne,38.423395,-121.5330775
Hard Row To Hoe,47.896664,-120.1325789
Beresan,46.0059786,-118.3833224
Cabot Vineyards,40.78135,-79.7251129
Marqués de Terán,42.541769,-2.825331
Scilio,37.826386,15.133355
Ciabot Berton,44.6427808,7.9401434
Alessandro Veglio,37.5665245,-77.4614775
Negretti,33.5080284,-112.028879
Ruta 22,42.9527145,-73.3748579
Sun Garden,36.032201,-95.904706
Chateau Walla Walla,46.0676486,-118.3379727
Le Grand Vallat,44.0401966,5.2179526
Marques de Monistrol,41.4467988,1.7858497
Monteci,45.4845466,10.8408295
O,37.0325917,-95.6249974
Sweet Valley,41.2823036,-76.1446512
Fernández de Piérola,42.5204415,-2.414007
Raymond Beck,26.1556265,-81.6759397
Cristalino,29.0939514,-110.9555079
Buttonwood Farm,41.5533188,-71.8823563
Thornton,39.8680412,-104.9719243
Barefoot Cellars,37.6345454,-120.9822801
Bel Arbor,37.377168,-77.508452
Mumm Cuvée Napa,38.4783153,-122.3937191
M. Trinchero,38.528453,-122.497828
Newlan,33.0390715,-97.0514055
Parxet,41.3780302,1.7561921
Lumos,36.057402,-95.920451
Toni Jost,50.0582938,7.7683308
Ground Boots,40.799643,-73.119617
Weninger,27.975975,-82.493269
Château de Costis,40.714378,-74.356406
Château du Cros,40.7437362,-73.9913314
Château Haut-Mongeat,44.854977,-0.2553467
Galante,36.5544208,-121.9227776
Mesh,39.7768413,-86.1461509
Inman Family,38.466419,-122.816686
Longplay,45.3004891,-122.9773301
Antonelli,39.1042019,-84.5107232
Caves de Rauzan,44.7785778,-0.1163673
Château Brethous,44.772497,-0.474686
Château Rauzan Despagne,44.7885091,-0.1761765
Cirulli,39.0238583,-84.5645563
André Kientzler,48.1998343,7.3398829
Bodega Rancho,38.4086645,-122.9483052
Veritas,38.0153251,-78.8363227
Pasetti,42.441456,14.24926
Picos Pardos,40.4264352,-3.7040964
Štoka,45.76747,13.806336
Toriles,36.3060409,-119.3152221
Veedercrest,38.361717,-122.417214
Kracher,39.4151048,-77.4054439
Marqués de Gelida,41.4399821,1.8655105
Meyer-Fonné,48.1079858,7.2813316
Bibich,41.47271,-87.5113285
Shypoke,38.58434,-122.600558
Château du Coing de Saint-Fiacre,47.149545,-1.44461
Château Jean-Faure,44.920015,-0.182728
Riverhaven,43.0221958,-86.1486649
Bouchard Finlayson,-34.381722,19.241867
Churchill Cellars,43.765244,-79.395078
Mountford,41.8579152,-72.5942512
Château la Tour de Bessan,40.7684892,-73.9589049
Cesarini Sforza,46.0362939,11.1150412
Domaine des Roches Neuves,47.2232609,-0.0642508
Vavasour,43.0881785,-73.7906694
Rocca di Montemassi,42.950517,11.056966
Boscarelli,40.235949,-74.6892568
Leira,41.6595584,-91.5483652
Morisfarms,42.96958,10.828253
Quinta da Gaivosa,41.2325455,-7.7632065
Château l'Espérance,38.894637,-77.001361
Croma Vera,35.2548834,-120.6451287
Demarie,32.90068,-96.95739
Ellena,44.2475545,-76.9498004
Encanto,32.7117391,-117.0617553
Taron,34.1016519,-118.297428
Almquist,40.9111084,-124.0679287
Biegler,38.5730275,-89.9636194
Carravid,41.6698952,-3.6844439
Latah Creek,47.674801,-117.2293191
Golser Wein,47.894494,16.89929
Château d'Orschwihr,47.9351809,7.2346268
Saggi,49.1345058,-122.8563825
Scheid Vineyards,36.276042,-121.1878159
Iby,29.9162321,-95.6459399
Mas Amiel,42.8069011,2.6535521
Arrocal,41.752261,-3.8037988
Rombauer,38.545952,-122.49267
Domaine Sylvain Pataille,47.270377,4.9901865
Vidon Vineyard,45.345977,-123.016877
Villa Raiano,40.874324,14.832333
Tierra Prometida,29.930578,-98.165643
Stonegate,39.0470678,-94.4557171
Tapiz,31.8650517,-116.6277385
Two Oceans,44.0410589,-110.1674116
Domaine Thierry Mortet,47.227441,4.9771226
Garnet,46.82528,-113.33806
Quackenbush,42.897246,-78.774658
Earthquake,36.0621451,-95.9652793
Artisan Uprising,34.6421894,-120.4398724
Bodegas Imperiales,41.782171,-3.699809
Domaine Coudoulis,44.0556488,4.6920077
Weingut Weber,48.25482,7.794245
Castello di Meleto,43.4500447,11.4246022
Cecchi,37.8642427,-122.268998
Diadema,-23.6816587,-46.6203412
Zacharias,40.199517,-75.3445656
Espana Robles,42.9408353,-6.2757695
Molí dels Capellans,41.3791308,1.1615047
Plozza,46.2199814,10.1636746
Clos des Verdots,38.684882,-122.877832
Domaine de la Tour Boisée,43.271381,2.518381
