,latitude,longitude
Klinker Brick,38.124171,-121.2157285
Tildio,47.9101618,-120.1532915
Pine & Brown,37.09024,-95.712891
Schloss Johannisberger,49.9999818,7.9837394
Gros Ventre,43.616491,-110.667165
Hawk and Horse Vineyards,38.859794,-122.611616
Joh. Jos. Prüm,49.9414919,7.0459806
King Estate,43.8542952,-123.2444211
Lang & Reed,37.09024,-95.712891
Lucienne,29.754811,-95.3655795
Navarro,36.1196413,-95.8695385
Occasio,37.6764,-121.7193616
Pear Valley,35.6366407,-120.607889
Stonehedge,51.17888199999999,-1.826215
Bodegas Landaluce,42.5587044,-2.5855061
Bodegas Palacio,26.9248071,-101.4171258
Benoît Daridan,47.5190304,1.4651344
Coeur de Terre,45.1805222,-123.3314922
Cummins Road,45.3138699,-123.2237562
La Fusina,44.55374399999999,7.937792000000001
Monchiero Carbone,44.7964247,7.987476699999999
Montalbera,44.9842641,8.3076463
Podere Ruggeri Corsini,44.5938404,7.962105299999999
Terras de Alter,32.4913126,-117.0827892
Shoofly,34.2902763,-111.2834358
Tabor,38.3482417,-97.20151849999999
Tiza,28.6429153,-106.1126569
Larkspur,37.9340915,-122.5352539
Ledger David,42.375939,-122.920096
Château Souverain,38.7613662,-122.9751903
Eagle & Rose Estate,37.09024,-95.712891
Hoodsport,47.4063647,-123.1405804
Il Poggione,42.2874059,-87.8526426
Juris,40.868536,-73.427319
Château La Garricq,34.0522342,-118.2436849
Château l'Évangile,44.9257549,-0.1920383
Château Saint-Estèphe,38.4275595,-122.5482248
Corte dei Venti,42.975758,11.47807
DaMa,38.8670391,-77.07070039999999
DiamAndes,-33.667072,-69.194403
Godspeed,43.6724786,-79.319419
Gross,41.183,-95.9799112
San Lorenzo,37.6810422,-122.1244088
TeHo,41.860211,-88.189246
Gigante,28.195543,-82.379994
Greek Wine Cellars,38.7568399,-77.85298999999999
Bella Ragazza,38.6016359,-90.43728569999999
Castelluccio,42.8286009,13.2090048
Estate Constantin Gofas,37.8569333,22.6446902
Lafazanis,43.664684,-79.367858
Moretti Omero,42.851491,12.580616
TerrAmore,28.2551892,-80.7526199
Bogle,38.38895780000001,-121.5414851
Boutari,33.0859752,-96.8761071
Carmel Road,36.379702,-121.305123
LaVelle,43.6439659,-79.40155419999999
Mullineux,37.7642088,-122.4075929
Chaltén,-49.3314941,-72.886325
Fernwood,36.2607856,-121.7932644
La Fenêtre,45.543989,-73.6589554
Pietra Santa,43.9595513,10.2286323
Prospero,39.0574703,-94.60626909999999
Mansard,41.554254,-87.416361
Mosby,38.5711179,-90.39349829999999
Ursa,40.0747682,-91.3673711
Brander,34.6573086,-120.0983387
Piccini,39.2754963,-74.5828731
Quinta do Crasto,37.5529154,-77.47838229999999
Quintay,-33.193636,-71.6972722
Rickshaw,37.7761203,-122.4205138
Casa Emma,26.0801379,-108.7636869
Castello di Verrazzano,43.6015709,11.2851799
Domaine d'Escausses,43.97107889999999,2.057434
Sierra Cantabria,39.5359101,-119.8696677
Vignamaggio,43.5565554,11.3371
Villa Mangiacane,43.6835721,11.1938516
Hearst Ranch,35.6564512,-121.18769
Kings Ridge,34.1175738,-84.2809924
Evel,36.1692398,-115.1400789
La Vida al Camp,34.4666831,-81.0826407
Murgo,35.0410896,77.9370979
OT,36.750671,-95.938194
Paul Anheuser,49.8513691,7.8595032
Pieve Santo Stefano,43.667571,12.0432384
Prime,37.09024,-95.712891
Quercia al Poggio,43.5091962,11.1983715
Rainoldi,46.1625,9.973429999999999
Sierra Batuco,-33.2296937,-70.8104688
Thomas Halby,38.286765,-122.458163
Claudia Papayianni,40.5002074,23.6016557
Vigna di Pettineo,37.0133435,14.5405206
William Hill Estate,38.355496,-122.27018
Verse & Chorus,32.7997053,-117.1579732
Volpaia,43.516636,11.380914
Philo Ridge,39.0088361,-123.3666347
Jean-Marc Brocard,47.7620623,3.7626325
Lynch Wines,37.8749361,-122.2938006
MacLaren,41.1003717,-73.4183828
Monte da Ravasqueira,38.7465708,-8.0078295
Dona Maria-Júlio Bastos,38.854464,-7.585051
Fitapreta Vinhos,38.6453298,-7.9539301
Fontanabianca,44.7348965,8.1105479
Friedrich Becker,49.0501234,7.9520541
Anselmo Mendes,42.0910503,-8.3200989
Azamor,33.286667,-8.347178099999999
Bernhard Huber,48.16004299999999,7.812422299999999
Bodega Tacuil,-25.581693,-66.43057999999999
Boeger,38.7427956,-120.7747328
Ca' Nova,41.9415152,-71.28281129999999
Cantina Santadi,39.1078708,8.6906099
Provam,42.0713727,-8.401645499999999
Rudius,38.572712,-122.457653
Saxon Brown,38.4787085,-122.7408908
Sella & Mosca,33.2132797,-87.5457624
Treos,40.021574,-75.15831899999999
Poeira,45.523812,-73.5865519
Graceland,35.0476912,-90.02604930000001
Josef Chromy,-41.5059317,147.2049073
Ott & Murphy,37.0358741,-95.6149768
Quinta das Maias,39.3391688,-84.3345239
Quinta de Sant'Ana,38.9788725,-9.2805838
Red Truck,49.26890299999999,-123.0965044
Bulletin Place,-33.86238030000001,151.2092681
Tercos,26.1936303,-98.23104289999999
Vecchia Cantina di Montepulciano,43.1124655,11.7926866
Alente,46.9950734,-120.545542
Barefoot Bubbly,37.6345454,-120.9822801
Chateau de Launay,46.820084,-92.052897
Cobblestone,36.0902494,-95.8914439
Dancing Derby,37.552403,-97.2732496
El Escocés Volante,41.3544671,-1.650292
Bump,38.2915166,-122.4582561
Cantina Cortaccia,46.3049292,11.2198737
Cantina Produttori Bolzano S. Maddalena/Gries,46.5014918,11.3122394
ZD,38.47662450000001,-122.3896475
Domaine l'Ancienne Cure,44.7747025,0.5329201
Sean Thackrey,38.4726038,-122.8924657
Transcendence,36.0742038,-95.9718455
Alysian,38.62756,-122.876071
Bonair,12.2018902,-68.26238219999999
Cantele,42.2778762,-73.718985
Château Maris,40.6908137,-73.99595750000002
Colli di Lapio,40.9712593,14.9248429
Domaine Lignères,43.312847,2.6601449
Drylands,32.9509073,-103.3483203
Elki,47.9426564,-122.2629619
Prager,38.4911724,-122.4548845
Salvatore Molettieri,40.9284677,15.0258101
Santa Maria,34.9530337,-120.4357191
Shaw and Smith,-35.0052266,138.8232387
Tedeschi,42.090152,-71.41914849999999
Mud House,38.592943,-90.22213599999999
Florio,37.7875271,-122.433724
Vice Versa,40.7635745,-73.98673450000001
Viña Mar de Casablanca,-33.3583168,-71.35303080000001
Willi Haag,49.90801,6.98523
Brampton,43.7315479,-79.7624177
Château Cos Labory,40.7684892,-73.9589049
Chatter Creek,51.496455,-117.1739799
K Vintners,46.085577,-118.250376
Betz Family,47.71944149999999,-122.1324963
Constant,30.2522713,-97.74896679999999
Lamborn Family Vineyards,38.602872,-122.458837
Goldschmidt,38.5629933,-92.2012274
Hewitt,37.0328728,-95.6316455
Sineann,45.245624,-122.888048
Château Suduiraut,44.55653909999999,-0.3193958
FEL,38.4262754,-122.342728
Greyscale,30.268865,-97.72905999999999
Produttori del Barbaresco,44.7271345,8.0808226
Boeckel,47.3465631,-101.5045433
Wildhurst,47.461244,-91.3063944
Mount Eden Vineyards,37.26506,-122.079687
José Maria da Fonseca,38.5181549,-9.0154448
Abbona Marziano,44.552969,7.951918999999999
Taliano,43.1717974,-79.2290158
The Infinite Monkey Theorem,39.7641698,-104.9774842
Château du Coudray Montpensier,47.1260388,0.1686491
Château Lafont Menaut,44.7123772,-0.5622389
Château Simard,44.881937,-0.1589584
Enanzo,42.0347466,-1.6488475
Milijan Jelić,44.253068,19.907398
Parusso,44.6134621,7.965380199999999
Jean-Michel Cazes,44.992947,-0.617902
Fischer,37.09024,-95.712891
Baehner Fournier,34.664368,-120.072595
Communication Block,41.6511565,-83.53537829999999
Martin & Weyrich,37.09024,-95.712891
Bernhard Ott,48.44270059999999,15.7893496
Trenel Fils,46.295371,4.784087
Haraszthy,42.992304,-78.802511
Hiedler,38.97996510000001,-76.5057221
Burrowing Owl,38.8038764,-104.8400746
Domaine des Chers,46.2391125,4.7140217
Freakshow,33.9904349,-118.4764926
Anton Bauer,41.274112,-73.130663
Baker & Brain,37.09024,-95.712891
Ballentine,34.125178,-81.23645420000001
Esser Cellars,38.5177711,-122.798766
Clos Fourtet,44.8944191,-0.158131
Abacela,43.1269652,-123.4474946
Borsao,41.8323991,-1.5268454
Clarendon Hills,41.7975307,-87.95478349999999
Domaine Specht,48.1513857,7.321729400000001
Evergreen Vineyards,41.035991,-78.733655
Luminous Hills,45.2943904,-123.1779395
Villa Andretti,38.355899,-122.305159
Bodegas San Prudencio,42.51730939999999,-2.4012261
Brandlin,34.0437556,-118.4674901
Cathedral Ridge,45.7008038,-121.5622306
Domaine Saint Andrieu,43.5165146,6.0705765
Kumeu River,-36.777899,174.564042
Riecine,43.4729135,11.442749
Stewart,37.09024,-95.712891
Tenuta di Riseccoli,43.591415,11.3437529
Terenzi,42.2998808,-71.10178909999999
Domaine Buronfosse,34.0788816,-118.2735609
Domaine Pignier,46.6603643,5.5649
Fattoria di Montemaggio,43.512187,11.351364
Finca la Celia,-33.77897910000001,-69.06532779999999
François Millet,34.07803579999999,-118.4740954
Poggio Scalette,43.573772,11.346905
Querciavalle,43.3645437,11.3640516
Quinta de Arcossó,41.6496858,-7.599915299999999
Raymond,37.09024,-95.712891
Thörle,49.87857,8.151489999999999
Philipp Kuhn,49.5532881,8.2319439
Valderiz,45.5182035,-73.5642415
Alloro,45.3736696,-122.9121402
Hunt McKay,38.3303479,-122.2987705
Hyland,42.6802629,-84.50838499999999
Lancaster,40.0378755,-76.3055144
Le Casematte,38.2696375,15.5758909
Lemelson,45.3019098,-123.1315575
Lenné Estate,45.3512791,-123.1359899
Vercingetorix VX,45.27168,-122.9344619
Villa Maria,37.4741314,-97.2398729
Michael Gill Cellars,35.6247782,-120.7689017
Domaine Maillard,47.0485751,4.868316699999999
Eric Kent,38.5298926,-122.7996454
Fidelity,36.1335382,-95.95874339999999
Bailiwick,44.854332,-93.590544
Castelli Martinozzi,43.014689,11.45595
González Byass,41.9530269,-87.6777156
Maison Nicolas Perrin,45.0701903,4.8435247
Cordella,43.6791435,-79.4876266
Domaine Matthias et Emile Roblin,47.3621869,2.8000109
Domaine Pellé,47.2402753,2.5959433
Domaine Vrignaud,47.847956,3.8133343
Querciabella,43.5713764,11.3413773
Raventós I Blanc,40.7983445,-73.9694662
Salcheto,43.0848121,11.7992306
Castrucci,39.1722319,-84.271993
Isabelle et Pierre Clément,47.236073,2.5031628
Kanzler,38.372663,-122.840586
Shining Hill,41.601805,-93.50430399999999
Velenosi,43.20962979999999,-79.816814
Colonnara,43.4528444,13.1064541
David Girard,38.7792866,-120.8924352
Domaine Pfister,48.585376,7.508585999999999
Domaine Sorin,43.1981431,5.7180176
El Roy,43.7408049,-90.272351
Fattoria Le Terrazze,43.482319,13.610861
Fox Run,37.667398,-97.229225
Garces Silva,-33.6823801,-71.49733739999999
Fairview,37.05370440000001,-95.6540697
Morgenhof,-33.8932289,18.8606084
Vicari,34.9339253,-88.5202681
Vie Winery,37.81829200000001,-122.366839
Vin du Lac,47.84816559999999,-120.0360661
Weingut Mayer am Pfarrplatz,48.2550744,16.3590172
Katnook Estate,-37.3287617,140.8357567
McCay Cellars,38.1327051,-121.2722189
Nice,39.1232253,-122.848327
Podere Paganico,43.0870663,11.5446894
Rolling,36.7493978,-95.9773987
Southern Right,42.3400078,-71.06765140000002
Steppe Cellars,46.4026186,-120.0547337
Taltarni,40.5512723,-112.0098585
Altocedro,-33.7306907,-69.1296921
Brunelli Martoccia,43.0557291,11.4855621
Cà ed Balos,44.8007263,8.2523808
Mi Terruño,41.056567,-73.517579
Nuna,38.8151619,-77.03849
Perrin & Fils,43.07133150000001,-85.6814191
Jenner,38.4497134,-123.1151969
Liquid Farm,34.6441024,-120.4726746
Lucia,32.7479672,-96.8287823
Campo Viejo,33.0993902,-103.0585773
Ormilles,46.439888,-1.461276
Ravoire et Fils,43.630156,5.091942
Tertulia,37.8094569,-122.2698566
Il Roncal,46.07107,13.46212
Stylo,32.1584841,-110.9896552
Atalon,26.7066139,-80.0501742
Champ de Rêves,45.4233547,-74.12493669999999
Château Gassier,43.501204,5.655491
Chateau La Calisse,43.564813,6.080074
Château Réal Martin,43.460325,6.0589502
Conte d'Attimis-Maniago,46.0097803,13.3417665
Foxen 7200,34.8201921,-120.2302395
Kurt Angerer,48.47406729999999,15.5926068
Michele Satta,43.1597473,10.6011737
Reaper,33.1305913,-97.10134699999999
Refugio Ranch,34.6672405,-120.1144875
Seifried,-41.300826,173.116221
Sherwood Estate,39.1880974,-94.5310356
Flying Dreams,42.254561,-71.825493
Greenhough,-41.375072,173.13685
Hazlitt 1852 Vineyards,42.51059,-76.876035
Hollen Family Vineyards,45.307989,-123.030099
Giesen,52.1959032,9.8965274
Groot Constantia,-34.0267362,18.4247304
Gualdo del Re,43.0634374,10.6843945
Cappella Sant'Andrea,43.48271279999999,11.0492321
Colle Spinello,42.00690030000001,12.7483491
Commanderie de Peyrassol,43.377963,6.263259
Seven Deadly Zins,38.11612969999999,-121.3720024
Hooker,36.86002610000001,-101.2134954
Lemos & Van Zeller,34.596331,-120.144793
Alma Andina,44.9694419,-93.2476028
Chavet Fils,40.7464638,-73.98426599999999
Arizona Stronghold,34.7485369,-112.02709
Hartley-Ostini,34.838302,-120.5303715
CrossKeys,38.322527,-78.853984
Poema,34.0420706,-118.2527094
Villagrán,20.5134143,-100.9948315
Herdade da Gâmbia,38.5529745,-8.7614244
Ideology Cellars,38.3638014,-122.3391244
Basilicus,48.131905,21.345658
Björnson,45.058595,-123.1054435
Casa do Valle,38.8003096,-9.3939711
Claudio Alario,44.64602199999999,8.008942
Clos Venturi,42.4716368,9.2070887
Danieli,40.6776594,-80.09391049999999
Domaine Edmond Cornu,47.0708809,4.8760897
Gehricke,38.3161877,-122.4383135
Troon,55.541332,-4.659948
Willful,45.5050424,-122.6278162
Bodega Noemía de Patagonia,-39.0642847,-67.3056428
Le Colture,45.9028478,12.0371068
Fonseca,42.0330054,-87.6788057
Virage,29.7632588,-95.4160952
Vista Alegre,41.7375762,-72.6750076
W. & J. Graham's,37.09024,-95.712891
Zardetto,45.9421936,12.31999
Bersi Serlini,45.6367964,10.0223329
Fratelli Muratori,45.6162523,9.962258199999999
Lantieri de Paratico,45.6373836,9.938519399999999
Annefield Vineyards,36.923613,-78.620267
Besserat de Bellefon,41.0391175,-73.78369099999999
Natale Verga,40.7644934,-73.4535398
Longoria,32.6307262,-97.2940622
Ludwig,36.150256,-95.988345
Marqués de Elciego,42.5116026,-2.6176563
Passion Vineyards,32.293601,-109.87498
Peters Family,35.279514,-93.1345339
Pure Cru,38.2971071,-122.2889477
Silver Buckle,39.5989186,-75.9423096
Vistamar,33.9047327,-118.3806908
Wy'East Vineyards,45.633397,-121.5116382
Château Léoube,43.122571,6.293349999999999
Ecco Domani,40.5168715,-75.3847565
Grands Terroirs de France,48.85758149999999,2.284625
Tenute Silvio Nardi,43.0991616,11.4049781
Neumeister,42.4899136,-90.7306144
Tinhof,47.8139579,16.5490687
Astrales,45.5067297,-73.5668177
Giovanni Chiappini,39.9673566,-74.98576709999999
Arndorfer,48.7725927,-122.4739226
Clos du Marquis,45.8350395,-74.0490375
Eichinger,40.7499908,-89.61773389999999
Hager Matthias,48.5078943,15.6744137
Salvioni,43.0608547,11.4901983
Ingrid Groiss,48.512032,16.0683211
Don Bernardino,42.4225997,-7.5301934
Ripken,33.717405,-78.906268
Camelot,33.8504841,-117.8516295
Alto Los Romeros,40.74492619999999,-73.984681
Zerran,34.2666231,-118.4134359
Gresser,45.4590275,-94.4058076
Insomnia,43.665107,-79.410831
Scratchpad,43.545307,-96.726356
Loosen Bros.,45.3819974,-122.4448324
Mer Soleil,36.5087388,-121.5200487
Spice Route,40.988299,-75.220034
Château Eugénie,44.472765,1.252053
Château Jolys,43.2495259,-0.4091291
Château Ponzac,44.415647,1.219247
Gouguenheim Winery,-33.3394206,-69.1537519
Henri Milan,33.6468053,-111.9304754
Illahe,44.8860896,-123.2728931
Martino,41.5058212,-87.94781569999999
Agricola Querciabella,43.5713764,11.3413773
Fazi Battaglia,43.4806414,13.0815625
Miner,38.462719,-122.371092
Andretti,33.9524458,-84.51533309999999
Girlan,46.4634353,11.2801524
Carl Ehrhard,49.9791597,7.9269291
Montezovo,45.5927335,10.8069896
Odfjell,29.604274,-95.0193133
Pellegrini Vineyards,41.0023671,-72.5006832
Prinz Salm,49.88899,7.763450000000001
Rooster Hill,42.59365,-77.077041
Root:1,42.8997191,-70.8708985
Salvatore Principe,26.4060578,-80.111713
Sheldrake Point,42.663409,-76.701425
Corte Lenguin,45.5107107,10.908257
Educated Guess,38.2203922,-122.2290486
Holman Ranch,36.485167,-121.715538
Zanoni,36.6861722,-92.3318266
Chapel Hill,35.9131996,-79.0558445
Hidalgo,20.0910963,-98.7623874
Henschke,40.789449,-73.9541161
Cantina Giardino,41.158139,15.099152
Giuseppe Apicella,40.7016397,14.7059908
Librandi,40.1953761,-76.74167109999999
Apolloni,45.622118,-123.21837
CVNE,40.7437362,-73.99133139999999
Foppiano,38.5896629,-122.8506506
Hans Moser,43.75518049999999,-79.35777619999999
Oriol Rossell,41.30634999999999,1.60821
Retour,45.490945,-73.65074299999999
Broken Earth,35.658952,-120.595185
Township 7,44.7392974,-74.5860167
Cougar,46.0514993,-122.2995413
Dusted Valley,46.0243536,-118.3512532
Ehlers Estate,38.5318828,-122.4981484
Foley,30.4065868,-87.6835974
Chateau de Manissy,44.01558199999999,4.7252152
Poggio al Tesoro,43.5797653,10.550356
Rainer Wess,48.4238575,15.6228056
Ryan Cochrane,48.4263111,-123.3539048
Telaya,43.6230499,-116.2351451
Thirty-Seven Wines,38.1498447,-122.4500503
Jax,30.49407129999999,-81.6879368
Angelo Negro & Figli,44.7776732,7.966933300000001
Firefly Night,41.7733549,-88.15099839999999
Louis Barthélémy,49.0546071,4.0069661
Mailly Grand Cru,49.1579588,4.1081063
Pioiero,44.762891,8.024727
Reininger,46.051969,-118.4597389
Tegernseerhof,48.3877445,15.5430448
Jäger,41.628909,-86.713234
Le Macchiole,43.2078087,10.6117048
Château Beaumont,46.0361632,-74.2056557
Château Larose Perganson,45.1659648,-0.7898782999999999
Château Montrose,45.2465895,-0.7617695
Bacigalupi,38.5598613,-122.8717485
Boatique,38.915595,-122.7566221
Brooklyn West,37.79432,-122.2705728
Herzog,39.760954,-94.7698479
Château de Brigue,43.392767,6.311889
Domaine de la Bégude,43.2411543,5.7040394
Domaine de la Vallongue,43.7547339,4.9147319
Domaines Ott,40.76295160000001,-73.9692965
Elvio Cogno,44.594701,7.9381747
Fallbrook,33.3764196,-117.2511466
Oak Farm,36.1576783,-95.9974082
Paraiso Vineyards,36.378174,-121.3431324
Salomon & Andrew,41.800786,-88.27139799999999
Lincourt,34.6326813,-120.1212596
Rotta,35.55575049999999,-120.7478816
Cebada,34.4199628,-119.6991443
Davies,36.13536360000001,-95.989319
Fiddlehead,44.3662006,-73.2326877
Monte del Frà,45.388789,10.825568
Monte Faustino,45.5268962,10.8726936
Quinta Cruz,36.9590333,-122.0478487
L'original French Kiss,46.227638,2.213749
Café du Midi,42.352042,-71.069408
Château Saint Baillon,43.3974218,6.1723487
Voiturette,45.601923,-73.72664449999999
Fat Gaucho,41.3061448,-72.9267022
Bodega Cuarto Dominio,-32.8929832,-68.8520097
Maison de la Villette,48.8765291,2.3876221
La Vieille Ferme,48.4282295,-70.832186
Le Pépin,45.6142194,-73.78597359999999
Romantic,37.222685,-95.70700099999999
Arzuaga,41.7883128,-87.6045656
Region 1,26.3106377,-98.1826021
Château de Saint Martin,43.444206,6.43316
Tedeschi Family,38.590246,-122.594045
Quevedo,-1.0225124,-79.4604035
Santa Ana,33.7454725,-117.867653
Quinta Vale do Armo,39.5398558,-8.1425003
Bodega Atamisque,-33.281572,-69.138347
Juan Gil,31.992002,-102.101338
Mr. Riggs,-35.1858234,138.6014265
Quinta do Pôpa,41.1536412,-7.601134699999999
Reyes,37.715591,-97.335938
Russian Ridge,37.3131237,-122.2146019
Tercero,38.5361592,-121.7576525
Windy Canyon,35.7899857,-114.6988658
Andrew Rich,45.300025,-123.182698
Black's Station,38.50272,-120.499876
Boas Quintas,40.4070444,-8.2315357
Cave Geisse,-29.139567,-51.42783799999999
Château Bourdieu,45.118327,-0.566176
Château de Cranne,44.64791959999999,-0.2438312
Château de Lagarde,43.0506153,1.9356189
Château du Cèdre,44.4862038,1.1085649
Château Godard Bellevue,44.9360207,-0.0114403
Château Haut-Rian,44.6667228,-0.3497038
Château Landereau,44.800303,-0.3899824000000001
Tenuta Cavalier Pepe,40.995351,14.992634
Teruzzi & Puthod,26.1976177,-81.8115905
Triennes,43.3926948,5.789363100000001
Winter's Hill,45.2578082,-123.0745701
Highway 12,38.1835259,-121.7608309
Ernest & Julio Gallo,37.0510061,-94.52686539999999
Giornata,35.574512,-120.689554
Goyette,43.02350999999999,-83.63587
Dr. Volkmar,41.3040931,-72.93312159999999
VinEcol,-33.4475213,-67.54747340000002
Origin,37.7838841,-122.4325529
Belle Vallée,47.653052,-79.59210399999999
Foursight,40.7674755,-111.8832682
Ambiente,35.7941755,-78.7506497
Azur,38.0164849,-84.5550994
Airlie,38.760148,-77.79284799999999
Bodega Vistandes,-33.0252106,-68.758957
2 Copas,37.3275249,-87.4882343
Espuela del Gaucho,38.0738793,-122.5433875
Além,41.4061944,-8.6113064
Bodega Carmine Granata,-33.0211486,-68.88084409999999
Ricardo Santos,32.7940761,-96.8063384
Copain Wines,38.5187909,-122.8508441
Jigar,38.473837,-122.8918848
Judeka,37.200696,14.473068
OS Winery,47.55428080000001,-122.3299616
Ross Andrew,39.6535278,-104.9793005
Breathless,40.6020898,-74.2612169
Burnt Bridge,46.04078,-89.333305
Chateau d'Angludet,45.0151253,-0.6612161
Château de la Cour,45.5371664,-73.61230599999999
Château Fourcas-Borie,45.0768747,-0.7900976
Château Haut Breton Larigaudière,45.0552699,-0.7017551
Château Lanbersac,44.9192791,-0.08975759999999999
Château Saint-Corbian,30.2646366,-97.7407169
Domaine de Pellehaut,43.97275399999999,0.175431
Las Lomas,37.8908607,-122.0560453
Tamaya,35.3399846,-106.5225295
Taj,40.74107300000001,-73.99293
Little Stone Vineyard,38.928635,-94.8181795
Château Bellevue,30.2710938,-97.74709829999999
Elios,37.7014388,-122.1423702
flipflop,38.7734465,-121.2694509
Grotta del Sole,40.87845129999999,14.0945886
Oberon,42.3709361,-71.11433199999999
Priest Ranch,38.400021,-122.359241
Somerston,38.5062055,-122.2773652
Bigi,40.1368141,-79.8972277
Faiveley,34.7576276,-82.4015604
Feudo di Gulfa,37.6434359,14.9114041
Feudo Maccari,36.768551,15.0751601
Feudo Principi di Butera,25.9287387,-80.13646899999999
Lismore Range,-28.8471248,153.2901443
Marchesi De Gregorio,37.8912024,12.9586334
Hubert Meyer,40.2172821,-84.4751161
Cantine Rallo,32.8236762,-96.77040219999999
Castellucci Miano,37.7445935,13.8318515
Tenute Girolamo,40.723612,17.243053
Avia,49.1877754,-123.1342543
Barone Sergio,36.7497779,15.0402027
Cantine Valenti,37.8712951,15.0376378
Celler Bàrbara Forés,41.0530211,0.4391488
Château de Mirande,46.4637779,4.8724544
Château Vartely,47.3805389,28.8337575
Le Fraghe,45.5458835,10.7931535
MacMurray Estate Vineyards,38.5219387,-122.897256
Mira,36.11768500000001,-95.86291759999999
Narbona,36.0902869,-108.8598127
Newton,37.09024,-95.712891
Offley,51.929358,-0.336666
Ouled Thaleb,33.6187279,-7.1887921
Podere Forte,43.00804,11.59475
Stolpman,34.665311,-120.114214
Tenute Lunelli,43.5408323,10.6699892
Bel Vino,33.5239164,-117.0735115
Bitner,37.417827,-94.70456999999999
Bollinger,42.3732609,-74.6854154
Torii Mor,45.288894,-123.046728
Evesham Wood,44.98906239999999,-123.0784161
De Saint Gall,41.7928141,-87.7038055
Bear Creek,40.4753327,-75.6252952
Heritage Road,32.124124,-80.808176
Robert Hunter,40.504008,-74.875689
Stonecroft,38.9379119,-94.6639046
Calvet,38.5740041,-121.4919054
Tualatin Estate,45.6006484,-123.1716836
Cooper Mountain,39.502141,-106.1509952
Elk Cove,45.4152149,-123.1852316
Principe Corsini,43.64984070000001,11.1956344
Abeja,46.087373,-118.226734
Ancestry,40.4352142,-111.8712977
Bedell,41.0292393,-72.4689789
Bodega San Pedro Regalado,41.728447,-3.7700003
Cantalici L'Antica Fornace di Ridolfo,43.4416959,11.4580989
Cedarville Vineyard,38.5952377,-120.6733835
Slingshot,33.9414107,-84.2399957
Direder,48.4384632,15.9115156
Fattoria Il Lago,43.909246,11.529563
Foundry Vineyards,46.0631619,-118.3564823
Golan Heights Winery,32.9870413,35.7076961
Ruby Hill Winery,37.651442,-121.807061
Sonoma River,38.5020377,-122.9349363
Watermill,37.2609939,-93.26099149999999
Vigin,36.184202,-95.973102
Cooperativa Agricola de Santo Isidro de Pegoes,38.6853349,-8.659450099999999
Domaine Laroche,45.8954278,-75.16990369999999
Vins des Personnets,46.299492,4.75477
Anier,29.7055181,-95.48770209999999
Psagot,31.899984,35.223923
18401 Cellars,45.3496737,-123.0757244
Angela Estate,45.272464,-123.016162
Arista,37.4118781,-121.9760388
Ascension Cellars,35.6208282,-120.661364
Aubry,38.7708421,-94.67106799999999
Brave & Maiden,37.7828196,-122.3935839
Cartuxa,38.5815101,-7.919247899999999
Domaine Chenevières,48.517242,6.632555
Oso Libre,35.59643,-120.8312081
Panther Creek,35.8304163,-78.8889899
Pascal Doquet,48.905995,4.024433
Mas des Bressades,43.789397,4.506165
Brassfield,36.1291918,-79.8584091
Château du Seuil,44.638676,-0.3363932
Cinnabar,36.088781,-95.96401829999999
Boedecker Cellars,45.5406988,-122.7128257
Rimauresq,43.2925165,6.2400727
T'Jara,40.9886802,-72.55490879999999
Urbina,37.543224,-122.30639
Villa di Corlo,44.5992,10.83286
Viña Mayor,34.3767131,-88.0605578
Le Grand Noir,45.877214,-74.442093
Les Domaines Auriol,43.1847359,2.7484258
Lorenzi Estate,33.5420218,-117.0287719
Mar de Envero,42.8769374,-8.544592999999999
Marqués de la Concordia,42.4860401,-2.6330407
Medici Ermete,44.7432232,10.5028935
Pascal Rollet,42.62381329999999,-87.8198185
Domaine Sangouard-Guyot,46.31220099999999,4.711425999999999
Grande River,28.8106382,-101.8353878
Herdade de São Miguel,37.7537295,-25.6429116
Canyon Wind,33.468313,-111.675266
Casa de Vila Verde,41.26249139999999,-8.2303982
Sno Road,45.74235179999999,-119.1973703
Summit Lake,40.0275549,-85.3058188
J. Moreau & Fils,47.8152872,3.7884097
Custard,36.7275794,-95.9244672
Dão Sul,40.4233963,-8.0018954
Domaine Michel,46.211729,-73.319492
Baron Widmann,46.3126505,11.2214678
Cantina Produttori Cortaccia,46.3392963,11.241588
Clos du Val,38.3872129,-122.3127035
Colene Clemens,45.379295,-123.074147
Domaine de l'Idylle,45.52739099999999,6.091957
Domaine du Haut Bourg,47.1438703,-1.6913982
Flaherty,37.09024,-95.712891
VML,39.1206252,-94.5905739
Ottella,45.42435039999999,10.6547388
Perescuma,38.4558527,-7.6419836
Pratello,45.5086656,10.4949843
Quinta do Monte d'Oiro,39.1097228,-9.1099724
Ravenswood,38.3008976,-122.4415138
Doubleback,46.0141228,-118.3101649
Von Strasser,38.58773,-122.5749189
Sirius,44.9766526,-93.2710678
Dr. Loosen & J. Christopher,45.3819974,-122.4448324
Markus Molitor,49.9517739,6.998876699999999
Chateau Chevalier,38.5143087,-122.5107336
Acordeón,32.7497328,-96.84246399999999
Drouet Frères,47.1739145,-1.3433017
Miracle Valley,31.3777027,-110.1559746
Prince Michel,38.4364894,-78.15423439999999
Thacher,34.4647272,-119.1807818
Tiago Teles,40.743937,-73.988675
Tower 15,34.0106659,-118.499838
